Key	Type	Desc	English	Swedish
Items/WinterCookies	Text		Winter Cookies	TODO
Items/WinterCookiesDesc	Text		Nicely decorated this handful of cookies will put one in a seasonal mood. There's even a little core-shaped one in there.	TODO
Items/WinterDinner	Text		Winter Dinner	TODO
Items/WinterDinnerDesc	Text		A full meal to warm your belly in the cold season. Prepared with a roasted larva, hot heartberry sauce, dumplings and some greens.	TODO
Items/WitchDoctorBreastArmor	Text		Witch Doctor Vest	TODO
Items/WitchDoctorBreastArmorDesc	Text		A worn vest with a simple shirt underneath.	TODO
Items/WitchDoctorHelm	Text		Witch Doctor Hat	TODO
Items/WitchDoctorHelmDesc	Text		A rustic top hat with various trinkets along the brim.	TODO
Items/WitchDoctorPantsArmor	Text		Witch Doctor Jeans	TODO
Items/WitchDoctorPantsArmorDesc	Text		A pair of jeans with a golden chain strapped on.	TODO
Items/WonkyMinecart	Text		Wonky Minecart	TODO
Items/WonkyMinecartDesc	Text		Allows riding the railways.	TODO
Items/Wood	Text		Wood	TODO
Items/WoodBow	Text		Wood Bow	TODO
Items/WoodBowDesc	Text		A crude bow to shoot foes from afar.	TODO
Items/WoodBreastArmor	Text		Wood Chest	TODO
Items/WoodBreastArmorDesc	Text		Very crude armor for the upper body. Offers minor protection.	TODO
Items/WoodBridge	Text		Wood Bridge	TODO
Items/WoodBridgeDesc	Text		Used to cross chasms and water but also makes for a nice floor.	TODO
Items/WoodCrossbow	Text		Wood Crossbow	TODO
Items/WoodCrossbowDesc	Text		A small wooden crossbow that swiftly shoots bolts.	TODO
Items/WoodDesc	Text		A piece of giant root to create all sorts of things.	TODO
Items/WoodDoor	Text		Wood Door	TODO
Items/WoodDoorDesc	Text		Close up your base with this simple door.	TODO
Items/WoodFence	Text		Wood Fence	TODO
Items/WoodFenceDesc	Text		A simple fence to protect what's rightfully yours.	TODO
Items/WoodFenceGate	Text		Wood Fence Gate	TODO
Items/WoodFenceGateDesc	Text		A simple gate for the wooden fence.	TODO
Items/WoodFishingRod	Text		Wood Fishing Rod	TODO
Items/WoodFishingRodDesc	Text		A crude tool for pulling up fish.	TODO
Items/WoodFloor	Text		Wood Floor	TODO
Items/WoodFloorDesc	Text		Simple wooden slats for decorating your base.	TODO
Items/WoodHelm	Text		Wood Helm	TODO
Items/WoodHelmDesc	Text		Slight protection for the head but you should look for better options soon.	TODO
Items/WoodHoe	Text		Wooden Hoe	TODO
Items/WoodHoeDesc	Text		A crude tool to prepare ground for farming.	TODO
Items/WoodMiningPick	Text		Wood Pickaxe	TODO
Items/WoodMiningPickDesc	Text		A crude tool, useful for breaking down walls.	TODO
Items/WoodPantsArmor	Text		Wood Pants	TODO
Items/WoodPantsArmorDesc	Text		The next best thing when it comes to lower body armor.	TODO
Items/WoodPillar	Text		Wooden Pillar	TODO
Items/WoodPillarDesc	Text		This decorative, wooden pillar is just the basic design for a whole lot more colorful variants.	TODO
Items/WoodShield	Text		Wooden Shield	TODO
Items/WoodShieldDesc	Text		A useful off-hand item to block hits from enemies.	TODO
Items/WoodShovel	Text		Wood Shovel	TODO
Items/WoodShovelDesc	Text		A crude shovel, useful for digging up ground.	TODO
Items/WoodSpikeTrap	Text		Wooden Spike Trap	TODO
Items/WoodSpikeTrapDesc	Text		A crude spike trap that only reacts to enemies.	TODO
Items/WoodStool	Text		Wood Stool	TODO
Items/WoodStoolDesc	Text		A simple, workable stool made from wood. A true hobbyist might turn this into something more beautiful.	TODO
Items/WoodSword	Text		Wooden Sword	TODO
Items/WoodSwordDesc	Text		A crude weapon to fend off foes.	TODO
Items/WoodTable	Text		Wood Table	TODO
Items/WoodTableDesc	Text		A simple, workable table made from wood. A true hobbyist might turn this into something more beautiful.	TODO
Items/WoodenDestructible	Text		Wooden Crate	TODO
Items/WoodenDestructibleDesc	Text		A wooden box used by someone to store random goods.	TODO
Items/WoodenRing	Text		Wooden Ring	TODO
Items/WoodenRingDesc	Text		A simple wooden ring, nothing more, nothing less.	TODO
Items/WoodenSign1	Text		Wooden Sign 'Core'	TODO
Items/WoodenSign1Desc	Text		Driftwood with patterns and carvings showing the Core.	TODO
Items/WoodenSign2	Text		Wooden Sign 'Tulip'	TODO
Items/WoodenSign2Desc	Text		Driftwood with patterns and carvings showing a Glow Tulip.	TODO
Items/WoodenThornRing	Text		Wooden Thorn Ring	TODO
Items/WoodenThornRingDesc	Text		A circular, brambly root with sharp thorns pointing outward.	TODO
Items/WoodenWorkBench	Text		Basic Workbench	TODO
Items/WoodenWorkBenchDesc	Text		The most basic of all workbenches.	TODO
Items/Wool	Text		Wool	TODO
Items/WoolDesc	Text		An incredibly soft tuft of wool that has a pleasant scent to it.	TODO
Items/WorkerHandcuff	Text		Worker Handcuff	TODO
Items/WorkerHandcuffDesc	Text		Cast from thick metal this tool seemed to be attached to a chain. Has it been used to keep the unlawful from running away?	TODO
Items/WormSegment	Text	Change the translations in a way that it relates to the Nilipede having no legs if you haven't already. Nil is latin for 'zero'.	Nilipede	TODO
Items/WovenMat	Text		Woven Mat	TODO
Items/WovenMatDesc	Text		Groundcover made from a net of firm plants.	TODO
Items/WovenStrawFloor	Text		Woven Straw Floor	TODO
Items/WovenStrawFloorDesc	Text		A reinforced floor, woven from meadow straw.	TODO
Items/YellowBlisterHead	Text		Yellow Blister Head	TODO
Items/YellowBlisterHeadDesc	Text		A fish with large yellow bubbles on its head.	TODO
Items/YellowFirefly	Text		Yellow Glowbug	TODO
Items/YellowFireflyDesc	Text		This flying bug always appears in swarms which appear as dancing lights. Its yellow glow is biome-specific.	TODO
Items/YellowKelp	Text		Yellow Kelp	TODO
Items/YellowKelpDesc	Text		A yellow lump of marine plants.	TODO
Items/ZealotSword	Text		Zealot's Scimitar	TODO
Items/ZealotSwordDesc	Text		A brilliant sword that channels mana into the blade to increase its power.	TODO
JoinDiscord	Text		Join the Core Keeper Discord Server	TODO
JoinOnlineGame	Text		Join Online Game	TODO
LanguageOption	Text		Language: {0}	TODO
LatestVersionCheck	Text		Welcome to Core Keeper. Your current version is outdated. For the best experience, please download the latest version. Enjoy new content regularly!	TODO
LeashCattle	Text		Attach to cattle	TODO
MapMarkers/DeathMarker	Text	{0} is replaced with 'You' or name of other players	{0} died here	TODO
MapMarkers/DeathMarkerThisPlayer	Text		You died here	TODO
MapMarkers/TheCore	Text		The Core	TODO
MapMarkers/You	Text	This is shown when hovering over own player marker in Map	You	TODO
MapMarkers/mustBeAtPortalToTeleportDesc	Text		You must use a waypoint or portal to teleport here.	TODO
MapMarkers/portal	Text		Portal	TODO
MapMarkers/portalGoToDesc	Text		Click to teleport to this location.	TODO
MapMarkers/portalNotReadyDesc	Text		Portal is not ready.	TODO
MapMarkers/portalStandingAtDesc	Text		You are standing at this portal.	TODO
MapMarkers/waypoint	Text		Waypoint	TODO
MapMarkers/waypointNotReadyDesc	Text		Waypoint is not ready.	TODO
MapMarkers/waypointStandingAtDesc	Text		You are standing at this waypoint.	TODO
Menu/AdminPlayers	Text		Admin players	TODO
Menu/AllowJoinByPresence	Text		Allow friends to join without Game ID	TODO
Menu/AmbientOcclusion	Text		Ambient occlusion	TODO
Menu/Apply	Text		Apply	TODO
Menu/BannedPlayers	Text		Banned players	TODO
Menu/Bloom	Text		Bloom	TODO
Menu/BorderlessFullscreen	Text		Borderless fullscreen	TODO
Menu/Brightness	Text		Brightness	TODO
Menu/ButtonOpenProfile	Text		Open Profile	TODO
Menu/ButtonRefresh	Text		Refresh	TODO
Menu/CRTFilter	Text		CRT filter	TODO
Menu/CharacterSlot	Text		Character slot	TODO
Menu/CharacterStuck	Text	Option in gameplay settings allowing player to kill themselves in order to get out of a stuck position	My character is stuck!	TODO
Menu/CharacterType	Text		Character type	TODO
Menu/ClassicWorldFormat	Text	Declares that the world is created with the old world generation tool. {0} will be replaced with NormalMode, hardMode, CreativeMode etc.	{0} - Classic world	TODO
Menu/ColorOutput	Text		Color output	TODO
Menu/ConnectedPlayers	Text		Connected players:	TODO
Menu/ConnectedPlayersWarning	Text		More than {0} players connected. This may cause issues.	TODO
Menu/CreateWorld	Text		Create world	TODO
Menu/CreatedSaveBackup	Text		Created CoreKeeperSaves.zip on Desktop	TODO
Menu/Credits	Text		Credits	TODO
Menu/CrossplayEnabled	Text		Play with other PC platforms	TODO
Menu/CurrentVersionIsOutdated	Text		Welcome to Core Keeper. Your current version is outdated. For the best experience, please download the latest version. Enjoy new content regularly!	TODO
Menu/DeleteCharactersMenu	Text		Delete characters menu	TODO
Menu/DeleteCreativeCharactersMenu	Text		Delete creative characters menu	TODO
Menu/DeleteOptions	Text		Delete options	TODO
Menu/DeleteProgressOptions	Text		Delete progress options	TODO
Menu/DeleteWorldsMenu	Text		Delete worlds menu	TODO
Menu/Disable	Text		Disable	TODO
Menu/DisableCrossplay	Text		There seems to be an issue with crossplay. Would you like to disable it?	TODO
Menu/DiscardChangesDialog	Text		Discard changes?	TODO
Menu/DiscordOnboarding	Text		Discord / Bugs / Feedback	TODO
Menu/DisplayOptions	Text		Display settings	TODO
Menu/DontShowAgain	Text		Don't show again	TODO
Menu/DynamicWater	Text		Dynamic water	TODO
Menu/Emulated	Text		Emulated	TODO
Menu/EnterSeed	Text		Enter seed...	TODO
Menu/EnterWorldName	Text		Enter world name...	TODO
Menu/ExperimentalPopUp	Text		Core Keeper is currently running in experimental mode. This mode is using a separate set of save files. Your regular save files will still be there when you are back in non-experimental mode.	TODO
Menu/ExportModPackage	Text		Export world as MOD.IO package to desktop	TODO
Menu/ExportToMod	Text		Export to mod	TODO
Menu/FaceMouseDirection	Text	Option that when enabled causes character to face towards mouse on screen, otherwise character faces the direction that player last moved towards	Face mouse direction	TODO
Menu/FindingSessions	Text		Finding sessions...	TODO
Menu/Fullscreen	Text		Fullscreen	TODO
Menu/GameID	Text	Game ID is used to connect to other players and shown in pause menu while in a game	Game ID: {0}	TODO
Menu/GameModeLabel	Text		Game mode	TODO
Menu/GameplayOptions	Text		Gameplay settings	TODO
Menu/GetOutOfStuckPositionDialogue	Text		Do you want to kill your character to get out of a stuck position?	TODO
Menu/GiveFeedback	Text		Report bugs / feedback	TODO
Menu/GraphicsOptions	Text		Graphics settings	TODO
Menu/Hardcore	Text		Hardcore	TODO
Menu/HardcoreDesc	Text		Hardcore characters are permanently lost when they die and cannot be revived.	TODO
Menu/HasBeenCreatedOnDesktop	Text	'desktop' is the user's desktop folder on PC	{0} has been created on the desktop	TODO
Menu/HideGameID	Text		Hide game ID	TODO
Menu/HostVersionIs	Text		Host's version: {0}	TODO
Menu/Ignore	Text		Ignore	TODO
Menu/IntegerScaling	Text		Integer scaling	TODO
Menu/JoinGame	Text		Join Game	TODO
Menu/LightQuality	Text		Light quality	TODO
Menu/LoadAnyway	Text		Load anyway	TODO
Menu/LoadFromMod	Text		Load from mod	TODO
Menu/LocalModMissingClientDialogue	Text		Required mod {0} is missing.	TODO
Menu/LocalModMissingServerDialogue	Text		Required mod {0} is missing from server.	TODO
Menu/ManagePlayers	Text		Manage players	TODO
Menu/ModFailedToLoadWarning	Text	{0} is mod name. {1} indicates reason it failed to load	A mod failed to load: {0} ({1})	TODO
Menu/ModIncompatibleWarning	Text	{0} is mod name	A mod is not compatible with this version: {0}	TODO
Menu/ModMenuButtonModsLoaded	Text		Mods ({0} loaded)	TODO
Menu/ModMenuButtonModsLoadedPendingChanges	Text	* indicates extra information which will be shown elsewhere (see Mod/PendingChanges)	Mods ({0} loaded)*	TODO
Menu/ModMenuPopUp	Text		Mods are developed by members of the community. They open new gameplay possibilities, but might also introduce unforeseen issues. Enjoy mods at your own discretion!	TODO
Menu/ModMissingClientDialogue	Text		Required mod {0} is missing. Do you want to install it (needs restart)?	TODO
Menu/ModMissingServerDialogue	Text		Required mod {0} is missing from server. Do you want to disable it (needs restart)?	TODO
Menu/Mods	Text		Mods	TODO
Menu/ModsAddedWithEnhancedAccess	Text		Caution: 'Elevated Access' mods have increased access to resources outside the game like user files and internet. For the best experience, install only from reputable sources.\nMods with Elevated Access:\n{0}	TODO
Menu/ModsLoaded	Text		{0} Mods Loaded	TODO
Menu/MoreInfo	Text		More info	TODO
Menu/NewWorld	Text	Button/prompt to create a new world	New world	TODO
Menu/NoAdminsOnline	Text		There are no admins online.	TODO
Menu/NoAvailableSessions	Text		No available sessions found.	TODO
Menu/NoBannedPlayers	Text		No players have been banned.	TODO
Menu/ObjectShadows	Text		Object shadows	TODO
Menu/OneModLoaded	Text	Should match ModsLoaded, but singular	1 Mod Loaded	TODO
Menu/Options	Text		Settings	TODO
Menu/OverrideSeason	Text		Override season	TODO
Menu/PacketRate	Text	As in the rate of network packets being sent	Network packet send rate	TODO
Menu/ParamBiomeChaos	Text		Biome chaos	TODO
Menu/ParamBiomeChaosDesc	Text		Degree to which biomes can overlap and appear within each other.	TODO
Menu/ParamCeilingHoles	Text		Ceiling holes	TODO
Menu/ParamCeilingHolesDesc	Text		Frequency of overhead openings that allow light in.	TODO
Menu/ParamChambers	Text		Chambers	TODO
Menu/ParamChambersDesc	Text		Quantity and size of cavernous spaces.	TODO
Menu/ParamChaos	Text		Chaos	TODO
Menu/ParamExtreme	Text		Extreme	TODO
Menu/ParamHigh	Text		High	TODO
Menu/ParamLakes	Text		Lakes	TODO
Menu/ParamLakesDesc	Text		Quantity and scale of lakes.	TODO
Menu/ParamLow	Text		Low	TODO
Menu/ParamNormal	Text		Normal	TODO
Menu/ParamOff	Text		Off	TODO
Menu/ParamOreDensity	Text		Ore density	TODO
Menu/ParamOreDensityDesc	Text		Abundance of biome-specific ore.	TODO
Menu/ParamPits	Text		Pits	TODO
Menu/ParamPitsDesc	Text		Occurrence and dimensions of pits.	TODO
Menu/ParamRivers	Text		Rivers	TODO
Menu/ParamRiversDesc	Text		Frequency and complexity of river systems.	TODO
Menu/ParamSeed	Text		Seed	TODO
Menu/ParamTunnels	Text		Tunnels	TODO
Menu/ParamTunnelsDesc	Text		Frequency and reach of tunnel networks.	TODO
Menu/ParticlesQuality	Text		Particles quality	TODO
Menu/PendingChanges	Text		*Pending changes	TODO
Menu/PerformanceOptions	Text		Performance settings	TODO
Menu/Ping	Text	Ping to server, shown in pause menu	Ping: {0} ms	TODO
Menu/PvPEnabled	Text	Shown under the minimap ingame to indicate that pvp is currently active, if pvp is off the text shows nothing	PvP enabled!	TODO
Menu/Quit	Text		Quit	TODO
Menu/RecommendedDialog	Text		The default settings are recommended for the best first experience.	TODO
Menu/Reflections	Text		Reflections	TODO
Menu/RefreshGameID	Text		Refresh game ID	TODO
Menu/Reset	Text		Reset	TODO
Menu/ResetToDefaultsDialog	Text		Reset to defaults?	TODO
Menu/RestartPendingModChanges	Text		Restarting to apply pending mod changes.	TODO
Menu/RestartToApplyModChanges	Text		Pending mod changes requires a restart, do you want to restart now?	TODO
Menu/SaveIconLabel	Text		Save icon	TODO
Menu/SelectCharacterType	Text		Select character type	TODO
Menu/SelectSaveSlotIcon	Text		Select save slot icon	TODO
Menu/SelectWorld	Text		Select world	TODO
