Key	Type	Desc	English	Swedish
Rarity/PoorFemale	Text		Poor	
Rarity/PoorMale	Text		Poor	
Rarity/Rare	Text		Rare	
Rarity/RareFemale	Text		Rare	
Rarity/RareMale	Text		Rare	
Rarity/Uncommon	Text		Uncommon	
Rarity/UncommonFemale	Text		Uncommon	
Rarity/UncommonMale	Text		Uncommon	
Recipes	Text	"Title for recipes of foods, {0} will be replaced with a number indicating the current amount of known recipes
"	Recipes ({0})	
ReinforceButtonDesc	Text		Toggle to reinforce tools, weapons and equipment. Reinforcing will improve the stats of the item by a small amount and also extend the durability.	
ReinforceButtonTitle	Text		Reinforce	
RepairButtonDesc	Text		Toggle to repair tools, weapons and equipment.	
RepairButtonTitle	Text		Repair	
RichPresence/InBiomeDesert	Text		in the Desert of Beginnings	
RichPresence/InBiomeGreatWall	Text		at the Great Wall	
RichPresence/InBiomeLarva	Text		in the Clay Caves	
RichPresence/InBiomeNature	Text		in Azeos' Wilderness	
RichPresence/InBiomeNone	Text		in the unknown	
RichPresence/InBiomePassage	Text		in the Passage	
RichPresence/InBiomeSea	Text		in the Sunken Sea	
RichPresence/InBiomeSlime	Text		in the Undergrounds	
RichPresence/InBiomeStone	Text		in the Forgotten Ruins	
RichPresence/InGame	Text		In game	
RichPresence/InMainMenu	Text		In the main menu	
RichPresence/TaskDying	Text		Dying	
RichPresence/TaskExploring	Text		Exploring	
RichPresence/TaskFishing	Text		Fishing	
RichPresence/TaskIdle	Text		Chilling	
RichPresence/TaskSleeping	Text		Sleeping	
Roles/Chef	Text		Chef	
Roles/ChefDesc	Text		A culinary expert preparing food for anyone in need.	
Roles/Explorer	Text		Explorer	
Roles/ExplorerDesc	Text		An experienced traveller who always brings a few torches.	
Roles/Fighter	Text		Fighter	
Roles/FighterDesc	Text		A fighter with great self-defence and the power to defend their allies.	
Roles/Fisherman	Text		Fisherman	
Roles/FishermanDesc	Text		A patient fisherman with a fishing rod at hand and an eye on the lure.	
Roles/Gardener	Text		Gardener	
Roles/GardenerDesc	Text		A seasoned farmer with green fingers eager to turn some soil.	
Roles/Mage	Text		Mage	
Roles/MageDesc	Text		An apprentice mage who manipulates magical energies to overcome enemies.	
Roles/Miner	Text		Miner	
Roles/MinerDesc	Text		A veteran miner knowledgeable about breaking down walls effectively.	
Roles/Nomad	Text		Nomad	
Roles/NomadDesc	Text		An ordinary person without starting equipment but all the possibilities.	
Roles/Ranger	Text		Ranger	
Roles/RangerDesc	Text		A swift fighter with a keen eye that's trained to hit enemies from far away.	
Roles/Warlock	Text		Warlock	
Roles/WarlockDesc	Text		An adept warlock who conjures dark minions to besiege and bewilder foes.	
SalvageButtonDesc	Text		Salvage tools, weapons and equipment to gain scrap parts and some of the crafting materials back. Items with less durability gives back less materials.	
SalvageButtonTitle	Text		Salvage	
Salvaging	Text	"Shown as title in the salvage and repair UI
"	Salvaging	
ScanWorld	Text		Scan the world	
Seasons/Anniversary	Text		Anniversary	
Seasons/CherryBlossom	Text		Cherry blossom	
Seasons/Christmas	Text		Christmas	
Seasons/Easter	Text		Easter	
Seasons/Halloween	Text		Halloween	
Seasons/LunarNewYear	Text		Lunar New Year	
Seasons/None	Text		None	
Seasons/Valentine	Text		Valentine	
Simple	Text		Simple	
SkillIncrease/Cooking	Text		+ {0} cooking	
SkillIncrease/Crafting	Text		+ {0} crafting	
SkillIncrease/Fishing	Text		+ {0} fishing	
SkillIncrease/Gardening	Text		+ {0} gardening	
SkillIncrease/Magic	Text		+ {0} magic	
SkillIncrease/Melee	Text		+ {0} melee	
SkillIncrease/Mining	Text		+ {0} mining	
SkillIncrease/Range	Text		+ {0} range combat	
SkillIncrease/Running	Text		+ {0} running	
SkillIncrease/Summoning	Text		+ {0} summoning	
SkillIncrease/Vitality	Text		+ {0} vitality   	
SkillTalents/ArmorIncreaseFromMovementSpeed	Text		Breaking barriers	
SkillTalents/BonusDamageOnCrit	Text		Arcane frenzy	
SkillTalents/ChanceForExtraOre	Text		Meticulous miner	
SkillTalents/ChanceForRandomLootFromWall	Text		Archaeologist	
SkillTalents/ChanceOnMeleeHitToIncreaseRangeDamage	Text		Taking a step back	
SkillTalents/ChanceOnRangeHitToIncreaseMeleeDamage	Text		Charging in	
SkillTalents/ChanceToApplyPoison	Text		Poison coated weapons	
SkillTalents/ChanceToApplySlimeOnRangeHit	Text		Slimy bullets	
SkillTalents/ChanceToGainHigherRarityCookedFood	Text		Master chef	
SkillTalents/ChanceToGainHigherRarityPlants	Text		Expert gardener	
SkillTalents/ChanceToNotDieOnLethalHit	Text		Cheat death	
SkillTalents/ChanceToPreserveBait	Text		Chewy bait	
SkillTalents/ChanceToRestoreHealthOnMeleeHit	Text		Seething blade	
SkillTalents/ChanceToStunOnRangeHit	Text		Stun shot	
SkillTalents/CostReductionAtAnvil	Text		Blacksmith	
SkillTalents/CritChance	Text		True sight	
SkillTalents/CriticalDamageMultiplier	Text		Amplified precision	
SkillTalents/CriticalHitMultiplier	Text		Thorny weapons	
SkillTalents/DamageIncreaseAgainstBosses	Text		Strength of the Ancients	
SkillTalents/DamageIncreaseAgainstPoisoned	Text		Potent poison	
SkillTalents/DamageIncreaseAtLowerHealth	Text		Desperate fighter	
SkillTalents/DamageIncreaseAtMaxHealth	Text		Strong and healthy	
SkillTalents/DodgeChanceIncrease	Text		Studied patterns	
SkillTalents/DodgeIncreaseWhileStandingStill	Text		Balanced stance	
SkillTalents/DrainLessHunger	Text		Endurance runner	
SkillTalents/EquipmentDurabilityLastsLonger	Text		High quality equipment	
SkillTalents/ExplosivesImprovement	Text		Explosives engineer	
SkillTalents/ExtraItemChanceAtAlchemyTable	Text		Alchemist	
SkillTalents/ExtraItemChanceAtBaseBuilding	Text		Base builder	
SkillTalents/ExtraItemChanceAtRailsWiresAndBelts	Text		Industry specialist	
SkillTalents/FishBitesFaster	Text		Improved bait	
SkillTalents/FishChanceIncrease	Text		Fisherman's luck	
SkillTalents/FishStartsCloserToBeReeledIn	Text		Angler's advantage	
SkillTalents/FishingAsRangeDamage	Text		Well-trained aim	
SkillTalents/FoodBuffsLastLonger	Text		Long-lasting food	
SkillTalents/GainDurabilityOnOreWall	Text		Self-mending alloy	
SkillTalents/GainHungerFromHarvesting	Text		Feast for the eyes	
SkillTalents/GainMoreFood	Text		Eat your vegetables!	
SkillTalents/GainMoreFoodFromCookedFood	Text		Utilizing every nutrient	
SkillTalents/GuaranteedRangeCritsChance	Text		Weakness detection	
SkillTalents/HealingEffectivenessIncrease	Text		Healing potency	
SkillTalents/HealingPotionAddHealOverTime	Text		Lingering potions	
SkillTalents/HealthRegenIncreaseBelowHalfHealth	Text		Stayin' alive	
SkillTalents/ImprovedWaterCan	Text		Bottomless water can	
SkillTalents/IncreaseAttackSpeedFromCookedFood	Text		Fast food	
SkillTalents/IncreaseAttackSpeedOnNextThreeAttacksChance	Text		Fast and furious	
SkillTalents/IncreaseDamageForAllNearbyAllies	Text		The smell of food	
SkillTalents/IncreaseDamageWhenEatingFish	Text		Power of Omega-3!	
SkillTalents/IncreasedArmorAtLowHealth	Text		Unbreakable	
SkillTalents/KnockbackChance	Text		Heavy swings	
SkillTalents/MagicBarrierAsDamage	Text		The best offense	
SkillTalents/MagicBarrierAsManaRegeneration	Text		Arcane transfusion	
SkillTalents/MagicBarrierDelayReduction	Text		Firmly grounded	
SkillTalents/MagicDamagaAsMinionDamage	Text		Trickle down arcana	
SkillTalents/ManaPercentageOnCrit	Text		Mana channeling	
SkillTalents/ManaRegenDelayReduction	Text		Deep pool	
SkillTalents/MaxHealthIncreaseFromAllSkillPoints	Text		Maxed out!	
SkillTalents/MeleeAttackSpeed	Text		Quick strikes	
SkillTalents/MeleeDamageIncreaseOnHittingSameTarget	Text		Stubborn fighter	
SkillTalents/MiningDamageAsMeleeDamage	Text		Miner's strength	
SkillTalents/MiningDamagePercentage	Text		Efficient excavation	
SkillTalents/MiningSpeedIncrease	Text		Mine, mine, mine!	
SkillTalents/MinionAttackSpeed	Text		Ferocious creatures	
SkillTalents/MinionCountAsMagicBarrier	Text		Tough gang	
SkillTalents/MinionCountAsMagicDamage	Text		Group effort	
SkillTalents/MinionCritChance	Text		Critical command	
SkillTalents/MinionDespawnHealsPlayer	Text		Proxy parasites	
SkillTalents/MinionLifespan	Text		Longing for this world	
SkillTalents/MovementIncreaseAfterConsistentRunning	Text		Gotta go fast!	
SkillTalents/MovementIncreaseAfterDodge	Text		On your toes	
SkillTalents/MovementIncreaseAfterMining	Text		Pick and run!	
SkillTalents/NearbyAlliesGainHealingFromCookedFood	Text		Sharing is caring	
SkillTalents/NearbyEnemiesSlowedDown	Text		Encumbering presence	
SkillTalents/PlayerAttackSpeedPerMinion	Text		Power in numbers	
SkillTalents/PolishedItemChanceAtJewelryTable	Text		Jewelry crafter	
SkillTalents/RangeAttackSpeed	Text		Rapid shots	
SkillTalents/ReducedDamageTakenFromBosses	Text		Protection of the Ancients	
SkillTalents/ReducedImpactOfSlipperyMovement	Text		Steady feet	
SkillTalents/RemainingManaAsDamage	Text		Fully charged	
SkillTalents/RodRangeIncrease	Text		Throwing expert	
SkillTalents/SeedFromPlantChanceIncrease	Text		Grateful gardener	
SkillTalents/SnareTimeReduction	Text		Escape artist	
SkillTalents/StackingDamageWhileRunning	Text		Keeping tempo	
SkillTalents/StackingMeleeDamage	Text		Building anger	
SkillTalents/StackingRangeDamage	Text		Keeping momentum	
SkillTalents/StandingStillIncreaseRangeDamage	Text		Focused accuracy	
SkillTalents/StrongerWellFedBuffs	Text		Healthy diet	
SkillTalents/ThornsDamageIncrease	Text		Thorny skin	
SkillTalents/ToolDurabilityLastsLonger	Text		The right tools in the right hands	
SkillTalents/VisibleOreDistance	Text		Night vision	
SkillTalents/WellFedBuffsThresholdReduction	Text		Not so picky	
Skills/Cooking	Text		Cooking	
Skills/CookingDesc	Text		Grabbing cooked food from the cooking pot increases the chance of gaining additional cooked food.	
Skills/CookingPerk	Text		+{0} Cooking skill	
Skills/Crafting	Text		Crafting	
Skills/CraftingDesc	Text		Crafting items increases your physical durability.	
Skills/CraftingPerk	Text		+{0} Crafting skill	
Skills/Fishing	Text		Fishing	
Skills/FishingDesc	Text		Reeling up fish or other treasures from waters increases your fishing skill.	
Skills/FishingPerk	Text		+{0} Fishing skill	
Skills/Gardening	Text		Gardening	
Skills/GardeningDesc	Text		Harvesting plants gives you green fingers, allowing you to gain extra plants.	
Skills/GardeningPerk	Text		+{0} Gardening skill	
Skills/Magic	Text		Magic	
Skills/MagicDesc	Text		Attacking with magic weapons improves your magic damage.	
Skills/MagicPerk	Text		+{0} Magic skill	
Skills/Melee	Text		Melee combat	
Skills/MeleeDesc	Text		Fighting in melee increases your strength.	
Skills/MeleePerk	Text		+{0} Melee skill	
Skills/Mining	Text		Mining	
Skills/MiningDesc	Text		Excavating walls increases your mining damage.	
Skills/MiningPerk	Text		+{0} Mining skill	
Skills/Range	Text		Range combat	
Skills/RangeDesc	Text		Shooting with ranged weapons improves your firepower.	
Skills/RangePerk	Text		+{0} Range combat skill	
Skills/Running	Text		Running	
Skills/RunningDesc	Text		Running increases your movement speed.	
Skills/RunningPerk	Text		+{0} Running skill	
Skills/Summoning	Text		Summoning	
Skills/SummoningDesc	Text		Summoned minions that attack improves your minions damage.	
Skills/SummoningPerk	Text		+{0} Summoning skill	
Skills/Vitality	Text		Vitality	
Skills/VitalityDesc	Text		Defeating enemies makes you tougher and increases your maximum health.	
Skills/VitalityPerk	Text		+{0} Vitality skill	
Souls/SoulDesc1	Text		The soul of Azeos empowers you with the ancient thunder.	
Souls/SoulDesc2	Text		The soul of Omoroth empowers you with the forces of the depth.	
Souls/SoulDesc3	Text		The soul of Ra-Akar empowers you with the ancient force of the desert.	
Souls/SoulDesc4	Text		The soul of Druidra imbues you with the enduring vitality of the ancient forests.	
Souls/SoulDesc5	Text		The soul of Crydra engulfs you in the protective embrace of the ocean's depths.	
Souls/SoulDesc6	Text		The soul of Pyrdra ignites your spirit with the unyielding fury of liquid stone.	
Souls/SoulTitle1	Text		Soul of Azeos	
Souls/SoulTitle2	Text		Soul of Omoroth	
Souls/SoulTitle3	Text		Soul of Ra-Akar	
Souls/SoulTitle4	Text		Soul of Druidra	
Souls/SoulTitle5	Text		Soul of Crydra	
Souls/SoulTitle6	Text		Soul of Pyrdra	
StartOnlineGame	Text		Start Online Game	
Stats/Adventure	Text		Adventure	
Stats/Defense	Text		Defense	
Stats/Health	Text		Health	
Stats/MagicBarrier	Text		Barrier	
Stats/Mana	Text		Mana	
Stats/Minions	Text		Minions	
Stats/Offense	Text		Offense	
SummonEntity	Text		Summon entity	
TeleportToCore	Text		Teleport to the Core	
TheCore/ActivationSentence1	Text		Thou hast awakened us...	
TheCore/ActivationSentence10	Text		In return,* thou shalt be able to go back to whence thou camest.	
TheCore/ActivationSentence11	Text		By the power with which we now imbue thee, the Great Wall shall be opened as thou layest a hand upon it.	
TheCore/ActivationSentence2	Text		Never have we seen a creature such as thee.	
TheCore/ActivationSentence3	Text		There once was a thriving civilization here, but it seems all of it has been lost.	
TheCore/ActivationSentence4	Text		We must have been dormant for aeons.	
TheCore/ActivationSentence5	Text		We wonder...	
TheCore/ActivationSentence6	Text		We must ask something of thee.	
TheCore/ActivationSentence7	Text		Seek the ancient titans still roaming beyond the Great Wall.	
TheCore/ActivationSentence8	Text		Destroy them and collect their souls.	
TheCore/ActivationSentence9	Text		With their energy we can restore what once was.	
TheCore/CoreBossIntroSentence1	Text		Our world... long ago hath been erased.	
TheCore/CoreBossIntroSentence2	Text		This one we discovered, amidst a multitude.	
TheCore/CoreBossIntroSentence3	Text		There hath been mistakes...	
TheCore/CoreBossIntroSentence4	Text		Thanks to thee, 'tis finally accomplished.	
TheCore/CoreBossIntroSentence5	Text		Yet there exists no room for thee in our rekindled society.	
TheCore/CoreBossOutroSentence1	Text		Another world... which hath expelled us.	
TheCore/CoreBossOutroSentence2	Text		Or... was it the unity of its inhabitants?	
TheCore/CoreBossPhaseSentence1	Text		Thee strength is why thy must perish!	
TheCore/CoreCoreBossDesertHint1	Text		...come to us ...the barren place far to the {0}...	
TheCore/CoreCoreBossDesertHint2	Text		...find us at the origin of this world...	
TheCore/CoreCoreBossSentence1	Text		Thou hast achieved the seeming impossible.	
TheCore/CoreCoreBossSentence2	Text		Only through collective spirit could such powers be harnessed.	
TheCore/CoreCoreBossSentence3	Text		With these, we may at last restore what once hath been.	
TheCore/CoreCoreBossSentence4	Text		Come to us, unto the place where we once set our roots in this world.	
TheCore/CoreCoreBossSentence5	Text		This instrument, it hath fulfilled its purpose.	
TheCore/CoreFinalSpeechSentence1	Text		Awakening all systems...	
TheCore/CoreFinalSpeechSentence2	Text		**There was a presence. **It hath now departed.	
TheCore/CoreFinalSpeechSentence4	Text		My deepest gratitude.	
TheCore/CoreFinalSpeechSentence5	Text		With our combined efforts I shall return thee to where thou camest.	
TheCore/CoreFinalSpeechSentence7	Text		There, *I hath discovered it.	
TheCore/CoreFinalSpeechSentence8	Text		If ever thou findst your way hither again, let us be a force for brilliance.	
TheCore/CoreFinalSpeechSentence9	Text		Farewell, strange traveller...	
TheCore/NextSoulUnderDevelopment	Text	The core will say this line when player has defeated all souls bosses while there still are more bosses being developed during early access.	The next soul is still being shaped by the makers of this world.	
TheCore/SoulOfBirdBossHint1	Text	"{0} will be replaced with the direction of the nature biome such as ""north east"" or ""south"""	The flourishing wilderness in which Azeos resides thrives {0} from here.	
TheCore/SoulOfBirdBossHint2	Text		Azeos has a liking for shiny glimmering objects.	
TheCore/SoulOfHydraBossDesertHint1	Text		A titanic creature lurks in the deep sands of the dry wasteland to the {0}.	
